,_id,_score,cluster,entrezgene,name,notfound,symbol,taxid
AACS,100156545,53.564,8,100156545,acetoacetyl-CoA synthetase,,AACS,9823.0
ABCB5,100738171,58.07933,8,100738171,ATP binding cassette subfamily B member 5,,ABCB5,9823.0
ABCC1,733619,55.542953,8,733619,ATP binding cassette subfamily C member 1,,ABCC1,9823.0
ABCF3,100626614,56.67012,8,100626614,ATP binding cassette subfamily F member 3,,ABCF3,9823.0
ABCG2,397073,57.72982,8,397073,"ATP-binding cassette, sub-family G (WHITE), member 2",,ABCG2,9823.0
ABHD13,100154680,54.92482,8,100154680,abhydrolase domain containing 13,,ABHD13,9823.0
ABHD18,100516683,55.97687,8,100516683,abhydrolase domain containing 18,,ABHD18,9823.0
ABHD3,100524684,56.482487,8,100524684,abhydrolase domain containing 3,,ABHD3,9823.0
ABHD8,110259326,56.773567,8,110259326,abhydrolase domain containing 8,,ABHD8,9823.0
ABR,100522463,55.35144,8,100522463,ABR activator of RhoGEF and GTPase,,ABR,9823.0
ACAA1,100515577,56.36711,8,100515577,acetyl-CoA acyltransferase 1,,ACAA1,9823.0
ACAD10,100157748,56.37726,8,100157748,acyl-CoA dehydrogenase family member 10,,ACAD10,9823.0
ACADSB,100154810,56.492447,8,100154810,acyl-CoA dehydrogenase short/branched chain,,ACADSB,9823.0
ACER2,100155321,55.353397,8,100155321,alkaline ceramidase 2,,ACER2,9823.0
ACP2,100513002,56.02221,8,100513002,"acid phosphatase 2, lysosomal",,ACP2,9823.0
ADAMTS10,100624519,56.988297,8,100624519,ADAM metallopeptidase with thrombospondin type 1 motif 10,,ADAMTS10,9823.0
ADAMTS4,100157276,57.02934,8,100157276,ADAM metallopeptidase with thrombospondin type 1 motif 4,,ADAMTS4,9823.0
ADGRA2,100524344,55.843582,8,100524344,adhesion G protein-coupled receptor A2,,ADGRA2,9823.0
ADGRF3,100512530,58.927963,8,100512530,adhesion G protein-coupled receptor F3,,ADGRF3,9823.0
AEBP1,733628,56.011387,8,733628,AE binding protein 1,,AEBP1,9823.0
AFG1L,100155926,55.67479,8,100155926,AFG1 like ATPase,,AFG1L,9823.0
AGAP2,100622675,57.527664,8,100622675,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2",,AGAP2,9823.0
AGBL2,100514151,55.741035,8,100514151,ATP/GTP binding protein like 2,,AGBL2,9823.0
AGL,100156940,56.029434,8,100156940,"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase",,AGL,9823.0
AGO4,100499507,55.717068,8,100499507,argonaute RISC component 4,,AGO4,9823.0
AGPAT1,613128,57.648945,8,613128,1-acylglycerol-3-phosphate O-acyltransferase 1,,AGPAT1,9823.0
AGRN,100621139,55.896477,8,100621139,agrin,,AGRN,9823.0
AIDA,100518326,54.870983,8,100518326,"axin interactor, dorsalization associated",,AIDA,9823.0
AKR1D1,100520813,56.26614,8,100520813,aldo-keto reductase family 1 member D1,,AKR1D1,9823.0
ALB,396960,56.36471,8,396960,albumin,,ALB,9823.0
ALDH18A1,100151977,55.984337,8,100151977,aldehyde dehydrogenase 18 family member A1,,ALDH18A1,9823.0
ALDH5A1,100157072,56.25835,8,100157072,aldehyde dehydrogenase 5 family member A1,,ALDH5A1,9823.0
ALDH6A1,100153301,56.14357,8,100153301,aldehyde dehydrogenase 6 family member A1,,ALDH6A1,9823.0
ALG11,100152645,56.40548,8,100152645,"ALG11 alpha-1,2-mannosyltransferase",,ALG11,9823.0
ALKBH2,100520333,54.67887,8,100520333,"alkB homolog 2, alpha-ketoglutarate dependent dioxygenase",,ALKBH2,9823.0
ALOXE3,100511043,57.90119,8,100511043,arachidonate lipoxygenase 3,,ALOXE3,9823.0
AMBRA1,100519700,56.357002,8,100519700,autophagy and beclin 1 regulator 1,,AMBRA1,9823.0
AMFR,100516197,54.52089,8,100516197,autocrine motility factor receptor,,AMFR,9823.0
AMN1,110260713,54.456333,8,110260713,antagonist of mitotic exit network 1 homolog,,AMN1,9823.0
AMZ2,100626953,56.811214,8,100626953,archaelysin family metallopeptidase 2,,AMZ2,9823.0
ANKDD1A,100515000,54.29026,8,100515000,ankyrin repeat and death domain containing 1A,,ANKDD1A,9823.0
ANKDD1B,100518825,56.140553,8,100518825,ankyrin repeat and death domain containing 1B,,ANKDD1B,9823.0
ANKLE2,100624394,54.69147,8,100624394,ankyrin repeat and LEM domain containing 2,,ANKLE2,9823.0
ANKRD13B,100520696,57.02797,8,100520696,ankyrin repeat domain 13B,,ANKRD13B,9823.0
ANKRD16,100622390,54.38171,8,100622390,ankyrin repeat domain 16,,ANKRD16,9823.0
ANKRD33B,100523704,56.39789,8,100523704,ankyrin repeat domain 33B,,ANKRD33B,9823.0
ANKRD35,100511691,56.700703,8,100511691,ankyrin repeat domain 35,,ANKRD35,9823.0
ANKS1A,100625697,54.5297,8,100625697,ankyrin repeat and sterile alpha motif domain containing 1A,,ANKS1A,9823.0
ANKS6,100152629,56.847233,8,100152629,ankyrin repeat and sterile alpha motif domain containing 6,,ANKS6,9823.0
ANO1,100738137,54.581448,8,100738137,anoctamin 1,,ANO1,9823.0
ANO10,100511155,55.446587,8,100511155,anoctamin 10,,ANO10,9823.0
ANO8,110259324,55.21338,8,110259324,anoctamin 8,,ANO8,9823.0
ANXA11,100156481,56.259758,8,100156481,annexin A11,,ANXA11,9823.0
AOX1,100523701,56.718636,8,100523701,aldehyde oxidase 1,,AOX1,9823.0
AP3D1,100049700,55.454185,8,100049700,adaptor related protein complex 3 subunit delta 1,,AP3D1,9823.0
APAF1,100513283,54.31829,8,100513283,apoptotic peptidase activating factor 1,,APAF1,9823.0
APBA3,100521713,56.25643,8,100521713,amyloid beta precursor protein binding family A member 3,,APBA3,9823.0
APOA2,100153243,57.577827,8,100153243,apolipoprotein A2,,APOA2,9823.0
APTX,387596,53.384228,8,387596,aprataxin,,APTX,9823.0
ARFGAP3,100523962,57.568413,8,100523962,ADP ribosylation factor GTPase activating protein 3,,ARFGAP3,9823.0
ARFGEF2,100523757,57.54457,8,100523757,ADP ribosylation factor guanine nucleotide exchange factor 2,,ARFGEF2,9823.0
ARHGAP33,100520910,57.29809,8,100520910,Rho GTPase activating protein 33,,ARHGAP33,9823.0
ARHGEF37,100514827,54.639782,8,100514827,Rho guanine nucleotide exchange factor 37,,ARHGEF37,9823.0
ARID5A,100524615,56.010803,8,100524615,AT-rich interaction domain 5A,,ARID5A,9823.0
ARL6,100624255,55.32768,8,100624255,ADP ribosylation factor like GTPase 6,,ARL6,9823.0
ARNTL2,100625791,57.45647,8,100625791,aryl hydrocarbon receptor nuclear translocator like 2,,ARNTL2,9823.0
AS3MT,100622012,54.650032,8,100622012,arsenite methyltransferase,,AS3MT,9823.0
ASAP2,100513350,57.896362,8,100513350,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 2",,ASAP2,9823.0
ASB13,100517911,55.677685,8,100517911,ankyrin repeat and SOCS box containing 13,,ASB13,9823.0
ASB15,100513190,56.4871,8,100513190,ankyrin repeat and SOCS box containing 15,,ASB15,9823.0
ASB16,100514598,55.220825,8,100514598,ankyrin repeat and SOCS box containing 16,,ASB16,9823.0
ASB3,100518009,56.42044,8,100518009,ankyrin repeat and SOCS box containing 3,,ASB3,9823.0
ASB5,100511413,56.651608,8,100511413,ankyrin repeat and SOCS box containing 5,,ASB5,9823.0
ASCC1,100512075,54.791077,8,100512075,activating signal cointegrator 1 complex subunit 1,,ASCC1,9823.0
ASH2L,100627423,54.21039,8,100627423,"ASH2 like, histone lysine methyltransferase complex subunit",,ASH2L,9823.0
ASIC1,100517467,56.77612,8,100517467,acid sensing ion channel subunit 1,,ASIC1,9823.0
ASNS,100312961,54.536556,8,100312961,asparagine synthetase (glutamine-hydrolyzing),,ASNS,9823.0
ASPH,100526167,58.039833,8,100526167,aspartate beta-hydroxylase,,ASPH,9823.0
ASPRV1,102163220,60.239555,8,102163220,aspartic peptidase retroviral like 1,,ASPRV1,9823.0
ATE1,100512816,55.157238,8,100512816,arginyltransferase 1,,ATE1,9823.0
ATF6B,100144516,58.8044,8,100144516,activating transcription factor 6 beta,,ATF6B,9823.0
ATG2B,100462716,55.396885,8,100462716,autophagy related 2B,,ATG2B,9823.0
ATG3,100157190,55.828094,8,100157190,autophagy related 3,,ATG3,9823.0
ATG4D,100141400,56.257553,8,100141400,autophagy related 4D cysteine peptidase,,ATG4D,9823.0
ATP10D,100520087,56.569267,8,100520087,ATPase phospholipid transporting 10D (putative),,ATP10D,9823.0
ATP2B1,397636,55.934677,8,397636,ATPase plasma membrane Ca2+ transporting 1,,ATP2B1,9823.0
ATP6V0A2,100154525,56.659084,8,100154525,ATPase H+ transporting V0 subunit a2,,ATP6V0A2,9823.0
ATP6V1C1,100154942,54.95016,8,100154942,ATPase H+ transporting V1 subunit C1,,ATP6V1C1,9823.0
ATP6V1D,100156681,56.376,8,100156681,ATPase H+ transporting V1 subunit D,,ATP6V1D,9823.0
ATP6V1E1,100156112,56.786457,8,100156112,ATPase H+ transporting V1 subunit E1,,ATP6V1E1,9823.0
ATP6V1E2,100736975,57.93548,8,100736975,ATPase H+ transporting V1 subunit E2,,ATP6V1E2,9823.0
ATPSCKMT,110257273,55.05261,8,110257273,ATP synthase c subunit lysine N-methyltransferase,,ATPSCKMT,9823.0
ATXN7L1,100517110,57.16644,8,100517110,ataxin 7 like 1,,ATXN7L1,9823.0
ATXN7L3,100511716,58.262264,8,100511716,ataxin 7 like 3,,ATXN7L3,9823.0
AVL9,100624970,54.323124,8,100624970,AVL9 cell migration associated,,AVL9,9823.0
B3GALT4,100155431,57.42009,8,100155431,"beta-1,3-galactosyltransferase 4",,B3GALT4,9823.0
BACE1,100511707,55.56289,8,100511707,beta-secretase 1,,BACE1,9823.0
BAG2,100522554,52.233868,8,100522554,BAG cochaperone 2,,BAG2,9823.0
BAIAP2L2,100515261,55.265335,8,100515261,BAR/IMD domain containing adaptor protein 2 like 2,,BAIAP2L2,9823.0
BCAP29,100622655,56.4909,8,100622655,B cell receptor associated protein 29,,BCAP29,9823.0
BCAS4,100141422,59.55042,8,100141422,breast carcinoma amplified sequence 4,,BCAS4,9823.0
BCAT2,396841,56.258545,8,396841,branched chain amino acid transaminase 2,,BCAT2,9823.0
BCL2L15,100517031,58.09174,8,100517031,BCL2 like 15,,BCL2L15,9823.0
BCL6,100156549,55.51115,8,100156549,BCL6 transcription repressor,,BCL6,9823.0
BCL7C,100524551,60.245132,8,100524551,BAF chromatin remodeling complex subunit BCL7C,,BCL7C,9823.0
BCO2,100517547,56.15364,8,100517547,beta-carotene oxygenase 2,,BCO2,9823.0
BCS1L,100626589,62.503098,8,100626589,BCS1-like (S. cerevisiae),,BCS1L,9823.0
BDP1,100517687,56.26108,8,100517687,"B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB",,BDP1,9823.0
BEND6,100153820,58.78281,8,100153820,BEN domain containing 6,,BEND6,9823.0
BICD2,100512597,55.271145,8,100512597,BICD cargo adaptor 2,,BICD2,9823.0
BICRA,100622144,55.543133,8,100622144,BRD4 interacting chromatin remodeling complex associated protein,,BICRA,9823.0
BIN3,100153227,55.124092,8,100153227,bridging integrator 3,,BIN3,9823.0
BOLA1,100152975,55.872704,8,100152975,bolA family member 1,,BOLA1,9823.0
BORA,100622008,54.5319,8,100622008,BORA aurora kinase A activator,,BORA,9823.0
BPNT1,100515917,57.551224,8,100515917,"3'(2'), 5'-bisphosphate nucleotidase 1",,BPNT1,9823.0
BRMS1L,100156007,55.23806,8,100156007,BRMS1 like transcriptional repressor,,BRMS1L,9823.0
BRPF3,100155440,55.579643,8,100155440,bromodomain and PHD finger containing 3,,BRPF3,9823.0
BTD,100737057,56.264038,8,100737057,biotinidase,,BTD,9823.0
BTG4,100514308,56.745667,8,100514308,BTG anti-proliferation factor 4,,BTG4,9823.0
BVES,100153106,55.31729,8,100153106,blood vessel epicardial substance,,BVES,9823.0
C1QL1,780424,56.77401,8,780424,complement C1q like 1,,C1QL1,9823.0
C2,448981,56.55661,8,448981,complement C2,,C2,9823.0
C2CD3,100514911,54.042465,8,100514911,C2 domain containing 3 centriole elongation regulator,,C2CD3,9823.0
CABLES1,100526114,56.071682,8,100526114,Cdk5 and Abl enzyme substrate 1,,CABLES1,9823.0
CACNA1D,100511102,55.5154,8,100511102,calcium voltage-gated channel subunit alpha1 D,,CACNA1D,9823.0
CACNB1,100514316,55.10309,8,100514316,calcium voltage-gated channel auxiliary subunit beta 1,,CACNB1,9823.0
CALCOCO2,100523089,55.1759,8,100523089,calcium binding and coiled-coil domain 2,,CALCOCO2,9823.0
CALR3,100512214,56.725273,8,100512214,calreticulin 3,,CALR3,9823.0
CAMK1,100156272,58.39037,8,100156272,calcium/calmodulin dependent protein kinase I,,CAMK1,9823.0
CAMKMT,100737360,55.483482,8,100737360,calmodulin-lysine N-methyltransferase,,CAMKMT,9823.0
CAND2,100525717,60.334534,8,100525717,cullin associated and neddylation dissociated 2 (putative),,CAND2,9823.0
CANT1,100620107,55.640408,8,100620107,calcium activated nucleotidase 1,,CANT1,9823.0
CAPN2,397393,54.51378,8,397393,calpain 2,,CAPN2,9823.0
CAPN7,100037936,55.110058,8,100037936,calpain 7,,CAPN7,9823.0
CAPZB,100134958,54.91771,8,100134958,capping actin protein of muscle Z-line subunit beta,,CAPZB,9823.0
CARS2,100515851,56.17807,8,100515851,"cysteinyl-tRNA synthetase 2, mitochondrial",,CARS2,9823.0
CASC3,100525426,56.262836,8,100525426,CASC3 exon junction complex subunit,,CASC3,9823.0
CASP9,100518913,55.291054,8,100518913,caspase 9,,CASP9,9823.0
CAVIN2,100517010,58.523613,8,100517010,caveolae associated protein 2,,CAVIN2,9823.0
CBX2,100514916,57.57528,8,100514916,chromobox 2,,CBX2,9823.0
CBX6,110260645,57.051006,8,110260645,chromobox 6,,CBX6,9823.0
CBX8,100514536,56.963493,8,100514536,chromobox 8,,CBX8,9823.0
CC2D2A,100510970,53.800705,8,100510970,coiled-coil and C2 domain containing 2A,,CC2D2A,9823.0
CCDC125,100517130,57.881805,8,100517130,coiled-coil domain containing 125,,CCDC125,9823.0
CCDC130,100525683,57.162785,8,100525683,coiled-coil domain containing 130,,CCDC130,9823.0
CCDC148,100522903,55.725685,8,100522903,coiled-coil domain containing 148,,CCDC148,9823.0
CCDC158,100522937,57.59468,8,100522937,coiled-coil domain containing 158,,CCDC158,9823.0
CCDC159,100515600,57.90306,8,100515600,coiled-coil domain containing 159,,CCDC159,9823.0
CCDC174,100689257,56.69815,8,100689257,coiled-coil domain containing 174,,CCDC174,9823.0
CCDC18,100518781,55.920734,8,100518781,coiled-coil domain containing 18,,CCDC18,9823.0
CCDC190,100156626,58.258472,8,100156626,coiled-coil domain containing 190,,CCDC190,9823.0
CCDC191,100627364,55.011482,8,100627364,coiled-coil domain containing 191,,CCDC191,9823.0
CCDC92,100521520,55.097214,8,100521520,coiled-coil domain containing 92,,CCDC92,9823.0
CCL27,445453,58.2867,8,445453,C-C motif chemokine ligand 27,,CCL27,9823.0
CCNB2,100135668,55.911644,8,100135668,cyclin B2,,CCNB2,9823.0
CCND1,100738589,57.095028,8,100738589,cyclin D1,,CCND1,9823.0
CCND2,397162,55.774628,8,397162,cyclin D2,,CCND2,9823.0
CCND3,780426,57.50608,8,780426,cyclin D3,,CCND3,9823.0
CCR4,100623410,56.797787,8,100623410,C-C motif chemokine receptor 4,,CCR4,9823.0
CCR5,414371,61.036243,8,414371,chemokine (C-C motif) receptor 5,,CCR5,9823.0
CD109,100155478,55.8096,8,100155478,CD109 molecule,,CD109,9823.0
CD36,733702,55.423832,8,733702,CD36 molecule,,CD36,9823.0
CD3EAP,100622847,59.091095,8,100622847,CD3e molecule associated protein,,CD3EAP,9823.0
CD8A,396627,57.433594,8,396627,CD8a molecule,,CD8A,9823.0
CDAN1,100512030,54.31829,8,100512030,codanin 1,,CDAN1,9823.0
CDC26,100621961,56.659084,8,100621961,cell division cycle 26,,CDC26,9823.0
CDC37,100141402,55.800247,8,100141402,cell division cycle 37,,CDC37,9823.0
CDCA3,100153312,55.72392,8,100153312,cell division cycle associated 3,,CDCA3,9823.0
CDH24,100156315,56.9656,8,100156315,cadherin 24,,CDH24,9823.0
CDIP1,100512098,56.322304,8,100512098,cell death inducing p53 target 1,,CDIP1,9823.0
CDK13,100519067,56.045967,8,100519067,cyclin dependent kinase 13,,CDK13,9823.0
CDK3,100523273,56.963493,8,100523273,cyclin dependent kinase 3,,CDK3,9823.0
CDKL3,102163319,57.323967,8,102163319,cyclin dependent kinase like 3,,CDKL3,9823.0
CDKN2AIPNL,100513343,56.80305,8,100513343,CDKN2A interacting protein N-terminal like,,CDKN2AIPNL,9823.0
CDPF1,100518729,55.9357,8,100518729,cysteine rich DPF motif domain containing 1,,CDPF1,9823.0
CDR2,100626193,58.265728,8,100626193,cerebellar degeneration related protein 2,,CDR2,9823.0
CDS2,100170145,54.791077,8,100170145,CDP-diacylglycerol synthase 2,,CDS2,9823.0
CELSR3,100622195,55.2315,8,100622195,cadherin EGF LAG seven-pass G-type receptor 3,,CELSR3,9823.0
CEMIP,100738461,55.898018,8,100738461,cell migration inducing hyaluronidase 1,,CEMIP,9823.0
CENPA,100513079,59.568447,8,100513079,centromere protein A,,CENPA,9823.0
CENPN,110261261,56.26108,8,110261261,centromere protein N,,CENPN,9823.0
CENPQ,100513550,56.011387,8,100513550,centromere protein Q,,CENPQ,9823.0
CEP164,100526179,56.08807,8,100526179,centrosomal protein 164,,CEP164,9823.0
CEP192,100622752,58.064365,8,100622752,centrosomal protein 192,,CEP192,9823.0
CEP85L,100522409,56.69815,8,100522409,centrosomal protein 85 like,,CEP85L,9823.0
CFAP58,100152602,55.770653,8,100152602,cilia and flagella associated protein 58,,CFAP58,9823.0
CFAP97D1,100516035,58.271324,8,100516035,CFAP97 domain containing 1,,CFAP97D1,9823.0
CHAF1A,100524302,55.476006,8,100524302,chromatin assembly factor 1 subunit A,,CHAF1A,9823.0
CHCHD10,100152325,57.618904,8,100152325,coiled-coil-helix-coiled-coil-helix domain containing 10,,CHCHD10,9823.0
CHCHD4,100154663,56.71653,8,100154663,coiled-coil-helix-coiled-coil-helix domain containing 4,,CHCHD4,9823.0
CHD3,100188906,59.30527,8,100188906,chromodomain helicase DNA binding protein 3,,CHD3,9823.0
CHD7,100157083,56.745667,8,100157083,chromodomain helicase DNA binding protein 7,,CHD7,9823.0
CHEK1,100511709,58.271324,8,100511709,checkpoint kinase 1,,CHEK1,9823.0
CHMP2A,100622139,56.81935,8,100622139,charged multivesicular body protein 2A,,CHMP2A,9823.0
CHODL,100520642,55.05261,8,100520642,chondrolectin,,CHODL,9823.0
CHRNA9,100513414,54.183556,8,100513414,cholinergic receptor nicotinic alpha 9 subunit,,CHRNA9,9823.0
CIART,100156195,58.965183,8,100156195,circadian associated repressor of transcription,,CIART,9823.0
CIC,100515732,57.4132,8,100515732,capicua transcriptional repressor,,CIC,9823.0
CILP,397672,55.576576,8,397672,cartilage intermediate layer protein,,CILP,9823.0
CIR1,100511415,56.847233,8,100511415,"corepressor interacting with RBPJ, 1",,CIR1,9823.0
CLCN2,397147,56.157078,8,397147,chloride voltage-gated channel 2,,CLCN2,9823.0
CLHC1,100628091,56.14773,8,100628091,clathrin heavy chain linker domain containing 1,,CLHC1,9823.0
CLIP3,100524809,56.70156,8,100524809,CAP-Gly domain containing linker protein 3,,CLIP3,9823.0
CLK2,100155149,56.36471,8,100155149,CDC like kinase 2,,CLK2,9823.0
CLMN,100511700,56.65602,8,100511700,calmin,,CLMN,9823.0
CLN6,100156072,55.38285,8,100156072,CLN6 transmembrane ER protein,,CLN6,9823.0
CLN8,100624678,56.25721,8,100624678,CLN8 transmembrane ER and ERGIC protein,,CLN8,9823.0
CLPTM1,100511021,55.36163,8,100511021,CLPTM1 regulator of GABA type A receptor forward trafficking,,CLPTM1,9823.0
CLSPN,100525928,55.148262,8,100525928,claspin,,CLSPN,9823.0
CLTB,100525860,56.10548,8,100525860,clathrin light chain B,,CLTB,9823.0
CLU,397025,55.547157,8,397025,clusterin,,CLU,9823.0
CMYA5,100505410,56.36423,8,100505410,cardiomyopathy associated 5,,CMYA5,9823.0
CNN2,397565,57.182594,8,397565,calponin 2,,CNN2,9823.0
CNST,100516823,56.70156,8,100516823,"consortin, connexin sorting protein",,CNST,9823.0
CNTNAP1,100521039,58.19604,8,100521039,contactin associated protein 1,,CNTNAP1,9823.0
CNTROB,100626956,57.642307,8,100626956,"centrobin, centriole duplication and spindle assembly protein",,CNTROB,9823.0
COG4,100625346,54.850193,8,100625346,component of oligomeric golgi complex 4,,COG4,9823.0
COL16A1,100737666,55.726707,8,100737666,collagen type XVI alpha 1 chain,,COL16A1,9823.0
COLQ,100624545,55.419315,8,100624545,collagen like tail subunit of asymmetric acetylcholinesterase,,COLQ,9823.0
COPS7B,106506400,57.42909,8,106506400,COP9 signalosome subunit 7B,,COPS7B,9823.0
CORIN,100738048,54.075386,8,100738048,"corin, serine peptidase",,CORIN,9823.0
CP,406870,54.447933,8,406870,ceruloplasmin,,CP,9823.0
CPLX4,100523764,56.097496,8,100523764,complexin 4,,CPLX4,9823.0
CPSF7,100519008,56.071682,8,100519008,cleavage and polyadenylation specific factor 7,,CPSF7,9823.0
CRACR2A,100625935,58.26607,8,100625935,calcium release activated channel regulator 2A,,CRACR2A,9823.0
CRPPA,100623666,55.457214,8,100623666,CDP-L-ribitol pyrophosphorylase A,,CRPPA,9823.0
CRTC1,100523662,56.21426,8,100523662,CREB regulated transcription coactivator 1,,CRTC1,9823.0
CRYGS,100155317,56.812897,8,100155317,crystallin gamma S,,CRYGS,9823.0
CRYZ,733653,55.89836,8,733653,crystallin zeta,,CRYZ,9823.0
CSAD,100515377,55.849346,8,100515377,cysteine sulfinic acid decarboxylase,,CSAD,9823.0
CSRP3,100337687,55.898254,8,100337687,cysteine and glycine rich protein 3,,CSRP3,9823.0
CTBP2,100154421,57.44123,8,100154421,C-terminal binding protein 2,,CTBP2,9823.0
CTCF,100623274,54.470806,8,100623274,CCCTC-binding factor,,CTCF,9823.0
CTDSPL,100517189,55.021152,8,100517189,CTD small phosphatase like,,CTDSPL,9823.0
